title,slug,description,shortDescription,externalUrl,videoUrl,slidesUrl,keyAssetUrl,transcriptUrl,hub,format,type,tags,boards,status,durationMinutes,views,shares,createdAt
Smith Optics - Increased AI resolution rate by 40% in just 2 weeks by leani,metric-smith-optics-increased-ai-resolution-rate-b,"Increased AI resolution rate by 40% in just 2 weeks by leaning into Suggested Answers from Journeys, with our resolution rate jumping to 50% | KPI: Accelerate Time to Value,Boost Efficiency | Product: Sidekick",Smith Optics achieved Increased improvement,,,,,,coe,proof-point,customer-success-metric,customer-success-metric|gladly-sidekick|proof-point|smith-optics,coe,published,,0,0,2025-12-28T15:27:13.919Z
Smith Optics Example,smith-optics-example,"This document is the Sales to Customer Success Management (CSM) hand-off sheet for the Smith Optics account, outlining a formal transition process, a detailed account overview, and a deal summary f...",Meeting resource for CS teams,https://docs.google.com/document/d/1HywoayjnDvphx0CtZ2n8z2OcDRSFSlH76ChokhKuNjs/edit?tab=t.0#heading=h.5xhhdnu9py0g,,,,,coe,document,meeting-asset,meeting-asset|sales|customer-success|implementation|Implementation,coe,published,,0,0,2025-12-28T15:27:13.314Z
Social Comments Messaging Brief,social-comments-messaging-brief,Messaging brief for Gladly Social Comments feature bringing Instagram into platform.,Messaging framework for target audience,https://docs.google.com/document/d/1BcXnWp8z9HDPahEzcAK7UDg6ODTLXHME-TCK_uA_KtQ/edit,,,,,content,document,messaging,channels|feature|instagram|social-comments|Channels,content,published,,0,0,2025-12-28T09:00:03.718Z
Social Comments Video,social-comments-video,Video for agents on managing social media comments through unified interface.,Step-by-step social comments video guidance,https://gladly.wistia.com/medias/4xt2udvwas,,,,,content,video,guide,agents|channels|social-comments|social-media|tutorial|video|Channels|Video,content,published,,0,0,2025-12-28T09:00:03.914Z
"Social Comments, Product Enhancement Requests, + Competitive Partner Support",social-comments-product-enhancement-requests-competitive-partner-support,"This folder contains the presentation and notes from an Enablement Hour session held on November 13, 2025, which details three key business updates.","Presentation on social comments, product",https://drive.google.com/file/d/1wEsHQlMW3b0sClpahv2Wv0YomqCjFk7r/view?usp=drive_link,https://drive.google.com/file/d/1wEsHQlMW3b0sClpahv2Wv0YomqCjFk7r/view?usp=drive_link,https://docs.google.com/presentation/d/1hvLu8XdxbCTzraq9wmOyLD7dPuEFyBgP70RW1gG5Qwk/edit?usp=drive_link,https://drive.google.com/drive/folders/1OlOt1WdDLyFpOfX_eBkYLbGpOWkexTq0,,content,live-replay,deck,sales,content,published,,0,0,2025-12-28T08:08:11.988Z
Social Proof Case Studies & Testionials,social-proof-case-studies-testionials,"Slide deck of social proof, case studies, and tesimonials to drive credibility in your presentations",Meeting resource for target audience,https://docs.google.com/presentation/d/1Los9XfjtmFBJbbcY5vUf9YuRhlDzocw5Y9wmJq9Slx8/edit?usp=drive_open&ouid=102926403603073320356,,,,,coe,slides,meeting-asset,meeting-asset|sales|customer-success,coe,published,,0,0,2025-12-28T15:27:13.314Z
SOW Readout Deck Template,sow-readout-deck-template,Statement of Work Readout Deck template for customer implementation project plans.,Ready-to-use sow readout deck template,https://docs.google.com/presentation/d/12YzsXee5kkEtBO9vTFsI2SEfJrkjhd2zpVgqtNEwDT8/edit,,,,,content,slides,template,gladly|impl|implementation|kickoff|project-plan|sidekick|sow|Sidekick|Implementation,content,published,,0,0,2025-12-28T09:00:03.135Z
SOW Scoping + Readout Deck (MANSCAPED),sow-scoping-readout-deck-manscaped,"This document is a Statement of Work (SOW) Scoping and Readout Deck that outlines the proposed project timeline, scope, and implementation details for a customer project, including channels, histor...",Meeting resource for target audience,https://docs.google.com/presentation/d/1w3QooAsWLRNNFJdI8hs7DU-I9xcBQOg7bvoDK9fzWfA/edit?slide=id.g35529eeec06_0_579#slide=id.g35529eeec06_0_579,,,,,coe,slides,meeting-asset,meeting-asset|customer-success|solutions-consultant|implementation|gladly-team|insights-dashboards|Implementation,coe,published,,0,0,2025-12-28T15:27:13.314Z
Sprinklr Battlecard 2024,sprinklr-battlecard-2024,Sprinklr Battlecard with strategies and talking points for competing against Sprinklr.,Competitive positioning vs competitors,https://docs.google.com/document/d/1LTHFTItCxQHYg894EE0s0ewtL0w1uYihCImJjMdW3Pg/edit,,,,,content,document,battlecard,ccaas|enterprise|social|sprinklr|Enterprise|Social,content,published,,0,0,2025-12-28T09:00:03.135Z
Sprint Planning Boards,sprint-planning-boards,Asana boards for sprint planning and project management.,Analytics dashboard for sprint planning boards,https://app.asana.com/0/portfolio/1209972750071019/1209982290683926,,,,,coe,document,dashboard,asana|planning|project-management|sprint,coe,published,,0,0,2025-12-28T09:00:03.718Z
Standalone Demo Script,standalone-demo-script,Gladly Platform Demo Guide and Script with two comprehensive scenarios.,Messaging framework for target audience,https://docs.google.com/document/d/12vNcMToBUXSbvCUwiL4gnr-b5Z6x4-pUFUJ5IOxrORg/edit,,,,,content,document,messaging,customer-ai|demo|gladly|sc|script|sidekick-standalone,content,published,,0,0,2025-12-28T09:00:03.718Z
Stats for Customer AI,stats-customer-ai,Gladly 2.0 Positioning and Narrative Doc with stats and foundational messaging.,Messaging framework for target audience,https://docs.google.com/document/d/11WASvMHVqCLqAzokS2y9YUGQdmbs5cTeqI_OrmyBApE/edit,,,,,content,document,messaging,customer-ai|gladly|narrative|positioning|sidekick|stats|Stats|Sidekick,content,published,,0,0,2025-12-28T09:00:03.718Z
Strategic Discovery Questions SC,strategic-discovery-questions-sc,Strategic guide with categorized discovery questions for Solutions Consultants.,Analytics dashboard for strategic discovery questi,https://docs.google.com/document/d/1ZFZplRWjxyZ7AUeTZz8Ky7NGsTT_JS8TeZz0_nbGFq8/edit,,,,,coe,document,dashboard,discovery|methodology|questions|sales|sales-process|sc|Discovery,coe,published,,0,0,2025-12-28T09:00:03.914Z
Technical Buyer (CIO/CTO),technical-buyer-ciocto,"The folder contains materials from the ""EH 10/16/25: Technical Buyer Enablement"" session, which addresses the urgent need for the sales team to proactively engage with CIO and CTO personas at key a...",GTM skills for technical buyer (cio/cto),https://drive.google.com/file/d/1ZXszCroPsKZr84Nt560OikWmgpzjM1xU/view?usp=drive_link,https://drive.google.com/file/d/1ZXszCroPsKZr84Nt560OikWmgpzjM1xU/view?usp=drive_link,https://docs.google.com/presentation/d/1NXc2GmnFDOmtePM-c9G0GrSlY5Fb0VXZHWZKrOF0MuY/edit?usp=drive_link,https://drive.google.com/drive/folders/1nbfFUgTi095VsfX3AmmzmuaSYzQocC_6,,enablement,live-replay,gtm-training,sales,enablement,published,,0,0,2025-12-28T08:08:11.988Z
Tecovas - AI implementation success,quote-tecovas-sidekick-sales-helps-us-connec,"Sidekick Sales helps us connect with high-intent shoppers in the moment, guide them to the right products, and drive immediate revenue, all while laying the groundwork for long-term loyalty.” Krystal Cortez, CX Senior Ops Manager",Tecovas on Sidekick implementation,,,,,,coe,proof-point,customer-quote,customer-quote|enhanced-experiences|gladly-sidekick|proof-point|revenue-generation|tecovas,coe,published,,0,0,2025-12-28T15:27:13.739Z
Ticket Submission,ticket-submission-form,Asana form for submitting RevOps tickets and operational requests.,Analytics dashboard for ticket submission,https://form.asana.com/?k=vEFTHN5vMhk-uFvmAXLNmw&d=238013372418030,,,,,coe,document,dashboard,asana|operations|process|ps|revops|tickets|Process,coe,published,,0,0,2025-12-28T09:00:03.135Z
Tory Burch - Customer testimonial,quote-tory-burch-it-s-really-helpful-to-see-th,“It’s really helpful to see the entire client conversation and how the relationship has evolved. It saves them from having to call back or re-explain their situation.”- Tory Burch,Tory Burch on AI transformation,https://www.gladly.com/customers/tory-burch/,,,,,coe,proof-point,customer-quote,customer-quote|gladly-hero|proof-point|tory-burch,coe,published,,0,0,2025-12-28T15:27:13.739Z
Travel Hospitality FAQs,travel-hospitality-faqs,FAQ guide for Travel Hospitality and Online Marketplaces verticals.,Step-by-step travel hospitality faqs guidance,https://docs.google.com/document/d/1Cdd_ivXFOs2k1pipyeUUgSLTdUr3CSfzxq-qGErmkBs/edit,,,,,content,document,guide,faq|hospitality|travel|vertical|Travel,content,published,,0,0,2025-12-28T09:00:03.718Z
Travel Hospitality Sequence Messaging,travel-hospitality-sequence-messaging,Travel Hospitality Sequence messaging guide with email and social templates.,Messaging framework for travel industry,https://docs.google.com/document/d/18nBbbcnX7IV4a6qHtgaqgo-2SVWB_RS_-KCPb3dmP_c/edit,,,,,content,document,messaging,hospitality|outreach|sequence|travel|Travel,content,published,,0,0,2025-12-28T09:00:03.718Z
Travel Hospitality Vertical Analysis,travel-hospitality-vertical-analysis,Travel and Hospitality Vertical Analysis with trends segments and pain points.,Step-by-step travel hospitality vertical guidance,https://docs.google.com/document/d/1GhbYoFlbHIXS-tVdMy1_ngotx5gzxCEPl-ySJN3lA3E/edit,,,,,content,document,guide,analysis|hospitality|research|travel|vertical|Travel,content,published,,0,0,2025-12-28T09:00:03.718Z
Travel Hospitality Vertical One Pager,travel-hospitality-one-pager,Datasheet for Gladly AI-powered customer-centric service in travel and hospitality.,Quick reference travel hospitality vertical overvi,https://drive.google.com/file/d/1Mu1MGPsSrE8ShpCKaCNS6ISQrTox3dfi/view,,,,,content,pdf,one-pager,guest-experience|hospitality|travel|vertical|Travel,content,published,,0,0,2025-12-28T09:00:03.718Z
TUMI - Customer testimonial,quote-tumi-gladly-helps-us-keep-humans-i,"“Gladly helps us keep humans in the forefront of how we interact with customers, routing customers to the last hero they spoke with, and offering them the continuity, immediate historical knowledge, and empathetic insight of that hero.” - Victor SanzCreative Director, TUMI",Customer testimonial quote,https://www.gladly.com/customers/tumi/,,,,,coe,proof-point,customer-quote,customer-quote|gladly-hero|proof-point|tumi,coe,published,,0,0,2025-12-28T15:27:13.739Z
TUMI - Customer testimonial,quote-tumi-the-salesperson-on-the-floor,"“The salesperson on the floor at Rodeo Drive should have the same type of interaction as our Vidalia, Georgia customer service. At the end of the day, we should be able to swap both of them and they should be in that same environment with that same level of confidence, and that same level of precision and empathy for the customer.” - Victor SanzCreative Director, TUMI",Customer testimonial quote,https://www.gladly.com/customers/tumi/,,,,,coe,proof-point,customer-quote,customer-quote|gladly-hero|proof-point|tumi,coe,published,,0,0,2025-12-28T15:27:13.739Z
Unwrapped AI Partnership Enablement,unwrapped-ai-partnership-enablement,"This video is a recording of a ""Monthly Partnership Enablement"" session where Nathan Smith of Gladly introduces Ben and Ryan from Unwrap.ai, a new data analytics partner.",Partner enablement on unwrapped ai partnership,https://drive.google.com/file/d/1DHUypayeAeLeiXSsOIcNwvd-jFm4aQy4/view,https://drive.google.com/file/d/1DHUypayeAeLeiXSsOIcNwvd-jFm4aQy4/view,,,,enablement,live-replay,partner-training,csm|customer-success|partner,enablement,published,,0,0,2025-12-28T08:08:11.988Z
User Story Training,user-story-training,"This document, ""User Stories Overview,"" is a presentation that defines user stories as short, simple descriptions of a feature from the user's perspective, explaining their purpose is to focus on v...",GTM skills for user story training,https://docs.google.com/presentation/d/1fBesrTk4MD-qAhYUrRxBdwvni8hmhmGIm03hLRhUuaw/,,,,,enablement,tool,gtm-training,csm|customer-success|sales,enablement,published,,0,0,2025-12-28T08:20:23.496Z
Voice Competitive Landscape,voice-competitive-landscape,Voice AI Competitive Landscape spreadsheet categorizing Platform and AI Point Solution providers.,Voice AI Competitive Landscape spreadsheet categor,https://docs.google.com/spreadsheets/d/10JXfIooSo3nLNuU8p468f91uUbXqxGFh9tsONsv-ebQ/edit,,,,,content,spreadsheet,competitive,ai-voice|gladly|landscape|research|sc|sidekick-voice|voice,content,published,,0,0,2025-12-28T09:00:03.135Z
Voice Implementation Deck,voice-implementation-deck,Sidekick Voice Implementation Kickoff presentation template for customer projects.,Ready-to-use voice implementation deck template,https://docs.google.com/presentation/d/1VT38dCAXkZU1YOSZvsH-NVManTbWVDOEINKtkcyaClc/edit,,,,,content,slides,template,customer-facing|gladly|impl|implementation|kickoff|sidekick-voice|voice|Implementation,content,published,,0,0,2025-12-28T09:00:03.135Z
Voice Readiness Checklist,voice-readiness-checklist,Strategy features and technical implementation process for Sidekick Voice expansion.,Step-by-step voice readiness checklist guidance,https://docs.google.com/document/d/1vrzb4BL99Bdvv2T4B2v-A0APx7AC7JC4IAC0i0MlR3k/edit,,,,,content,document,guide,checklist|expansion|gladly|impl|implementation|readiness|sidekick-voice|voice|Expansion|Implementation,content,published,,0,0,2025-12-28T09:00:03.718Z
Voice Testing Checklist,voice-testing-checklist,Sidekick on Voice testing checklist template for Voice AI IVR implementation validation.,Step-by-step voice testing checklist guidance,https://docs.google.com/document/d/17EX3ZoyMaNVcajoverDs3BfH4wdBo4SD9Hw9yBOOB8A/edit,,,,,content,document,guide,gladly|impl|implementation|ivr|sidekick-voice|testing|validation|voice|Implementation,content,published,,0,0,2025-12-28T09:00:03.718Z
Vshred - 35% year-over-year reduction in support contacts 35% AI reso,metric-vshred-35-year-over-year-reduction-i,"35% year-over-year reduction in support contacts 35% AI resolution rate 20% of chat volume resolved by Sidekick 40% of subscription management inquiries resolved | KPI: Boost Efficiency,Reduce Costs",Vshred achieved 35% improvement,Stats pulled from Vshred channel - given ok from Jason F. via email,,,,,coe,proof-point,customer-success-metric,customer-success-metric|proof-point|vshred,coe,published,,0,0,2025-12-28T15:27:14.095Z
White Glove Implementation Service + Buyout Program Play,white-glove-implementation-service-buyout-program-play,"This play tackles friction in implementation, especially for Stage 3+ enterprise deals.",GTM skills for white glove implementation,https://docs.google.com/document/d/1CzOkCAs3cHxzDmLZwCVQSeKlVjuo7uftY5Yso-05DWk/edit?tab=t.2f7vl8kjvusu#heading=h.5cav0eubzkz7,,,,,enablement,document,gtm-training,gladly|gladly-sidekick|impl|implementation|Implementation,enablement,published,,0,0,2025-12-28T08:20:23.496Z
White Glove Implementation Service Template,white-glove-implementation-template,Sales template for premium White Glove Implementation Service offering.,Ready-to-use white glove implemen template,https://docs.google.com/presentation/d/1jz0QT608uwqKy4-Q_EHKmCK4LBhGU6-E5O_g91f-nHY/edit,,,,,content,slides,template,impl|implementation|objection-handling|premium|services|white-glove|Implementation,content,published,,0,0,2025-12-28T09:00:03.135Z
WIRED article,wired-article,WIRED magazine article featuring Gladly's AI-powered customer experience.,WIRED magazine article featuring Gladly's AI-power,https://www.wired.com/sponsored/story/gladly/,,,,,content,article,press,brand|customer-ai|enterprise|innovation|press|Enterprise,content,published,,0,0,2025-12-28T09:00:03.135Z
Zendesk Battlecard,zendesk-battlecard,Competitive battle card positioning Gladly against Zendesk mature CX platform.,Competitive positioning vs Zendesk,https://drive.google.com/file/d/1wytz1MQTAFPBNJZ-za-nhpP083UudHye/view,,,,,content,pdf,battlecard,cx-platform|gladly|helpdesk|sidekick|zendesk|Zendesk|Sidekick,content,published,,0,0,2025-12-28T09:00:03.135Z
Zendesk Competitive Snapshot,zendesk-competitive-snapshot,Competitive analysis of Sidekick for Zendesk against Intercom Fin for Zendesk and Zendesk native AI.,Competitive analysis of Sidekick for Zendesk,https://docs.google.com/document/d/1JqejOWDJcdhUYJC62LwZsHJZvjI8BpukCW14-VRGv9k/edit,,,,,content,document,competitive,analysis|gladly|intercom|sidekick-standalone|zendesk|Zendesk|Intercom,content,published,,0,0,2025-12-28T09:00:03.135Z
Zendesk Demo Mockup,zendesk-demo-mockup,Demo mockup showing Sidekick integration with Zendesk environment.,Presentation on zendesk demo mockup,https://www.figma.com/proto/JVHhluYSGETGxAxvq4TqOz/Sidekick-Standalone,,,,,content,tool,deck,demo|figma|gladly|prototype|sidekick-standalone|zendesk|Zendesk,content,published,,0,0,2025-12-28T09:00:03.914Z
